typing_speed,typos,sleep_hours,screen_hours,expression,user_type,stress_level
32,3,8.9,7.4,No face detected,casual,49.5
100,8,4.2,5.0,fear,casual,100.0
31,4,6.1,9.8,No face detected,professional,51.0
114,0,2.5,3.1,fear,casual,100.0
41,11,9.2,2.1,No face detected,casual,56.5
84,14,1.4,4.4,surprise,professional,61.0
20,11,7.7,10.7,No face detected,student,66.5
13,12,7.7,2.2,No face detected,professional,58.0
74,11,7.0,1.5,disgust,student,61.5
93,9,5.2,7.4,angry,student,98.5
88,5,1.0,14.6,fear,student,100.0
111,13,4.3,10.7,happy,student,79.5
88,3,1.9,8.1,fear,casual,100.0
80,7,9.3,14.0,sad,casual,100.0
23,13,5.6,2.7,fear,casual,69.5
67,2,3.4,7.4,surprise,casual,68.0
21,14,5.7,13.5,fear,student,100.0
29,2,9.0,4.0,disgust,gamer,68.0
60,8,1.3,12.5,fear,professional,97.0
102,7,8.3,4.2,happy,professional,40.5
19,11,9.4,1.1,angry,casual,76.5
26,15,7.0,13.2,angry,professional,100.0
77,13,3.9,3.1,disgust,student,84.5
85,4,10.6,6.4,disgust,gamer,66.0
120,11,6.3,1.4,surprise,casual,46.5
109,4,10.1,7.7,No face detected,casual,86.0
65,2,7.8,5.0,angry,casual,68.0
93,13,4.8,1.1,surprise,casual,64.5
36,9,10.0,13.9,happy,professional,63.5
30,3,5.0,8.9,No face detected,student,44.5
109,3,2.5,11.8,disgust,professional,99.5
109,4,8.8,2.4,surprise,gamer,36.0
33,0,8.5,5.7,happy,professional,35.0
61,1,3.2,13.8,neutral,casual,76.5
82,14,10.3,12.9,happy,gamer,61.0
116,13,9.3,9.2,happy,student,74.5
105,11,10.1,9.9,angry,gamer,100.0
25,8,4.4,10.4,No face detected,student,72.0
44,1,9.9,14.8,No face detected,student,56.5
25,0,4.1,6.1,surprise,gamer,55.0
39,14,8.3,15.3,sad,student,86.0
97,10,9.3,9.8,neutral,professional,70.0
77,15,5.3,5.6,No face detected,gamer,47.5
109,9,4.4,6.0,angry,gamer,78.5
97,12,10.0,14.6,disgust,gamer,98.0
74,5,6.5,2.5,fear,student,62.5
99,15,2.3,14.1,fear,professional,100.0
104,1,7.8,5.1,surprise,professional,36.5
23,7,4.6,14.6,No face detected,student,80.5
76,11,5.0,7.1,surprise,professional,41.5
70,0,6.4,14.8,disgust,gamer,55.0
92,2,8.5,14.8,disgust,student,93.0
84,5,3.2,11.5,fear,gamer,82.5
74,10,5.0,13.0,disgust,gamer,75.0
68,7,2.7,6.9,angry,casual,100.0
83,13,4.6,13.5,disgust,casual,100.0
92,14,5.7,3.4,neutral,gamer,51.0
104,14,6.8,11.4,neutral,professional,71.0
65,7,5.6,10.8,No face detected,student,65.5
83,10,1.2,8.2,fear,gamer,90.0
13,15,8.9,7.6,disgust,casual,97.5
24,10,10.2,8.2,No face detected,gamer,85.0
93,7,4.8,14.3,fear,casual,100.0
77,14,2.3,14.5,No face detected,casual,100.0
63,15,9.5,4.5,No face detected,casual,82.5
37,3,5.5,14.3,happy,professional,49.5
68,10,7.5,4.9,sad,gamer,45.0
90,15,2.8,4.4,disgust,casual,100.0
63,0,5.3,3.9,fear,professional,50.0
85,4,5.1,1.9,No face detected,gamer,31.0
120,10,4.3,13.5,disgust,casual,100.0
67,2,3.6,3.7,surprise,student,38.0
20,11,4.3,14.3,happy,student,71.5
50,4,1.3,5.1,fear,casual,100.0
109,12,4.0,13.0,happy,professional,73.0
90,13,8.2,11.9,No face detected,gamer,59.5
80,10,3.9,15.8,angry,professional,95.0
45,13,4.0,2.8,surprise,gamer,49.5
98,8,3.4,9.1,fear,student,100.0
37,0,10.1,2.9,happy,casual,20.0
49,12,8.1,11.5,neutral,professional,58.0
49,13,10.7,15.1,fear,professional,100.0
102,1,4.6,4.5,disgust,student,71.5
71,15,6.5,14.7,disgust,casual,100.0
24,1,10.2,0.6,disgust,gamer,76.5
70,3,4.8,9.8,sad,casual,94.5
85,11,2.2,0.7,disgust,casual,100.0
48,13,5.1,5.5,happy,student,39.5
114,13,7.2,1.8,surprise,gamer,44.5
18,2,5.2,8.3,neutral,student,58.0
20,0,8.6,13.4,surprise,gamer,60.0
31,3,10.3,1.7,angry,professional,74.5
63,10,7.4,2.7,happy,casual,35.0
62,9,3.3,3.1,sad,gamer,63.5
77,3,8.0,9.7,surprise,professional,24.5
21,15,3.2,6.3,neutral,gamer,87.5
87,3,2.3,6.2,neutral,gamer,49.5
74,3,9.1,1.6,angry,professional,54.5
106,0,5.2,5.4,happy,professional,40.0
33,5,4.1,2.5,sad,casual,52.5
64,14,8.0,3.8,fear,professional,61.0
63,11,4.0,5.7,happy,casual,66.5
26,3,9.1,9.0,happy,casual,39.5
76,0,1.4,2.8,No face detected,gamer,40.0
40,7,2.5,13.6,No face detected,gamer,85.5
97,2,10.4,6.6,fear,student,98.0
24,3,9.3,1.8,sad,gamer,74.5
101,3,1.2,15.7,disgust,professional,100.0
90,6,10.9,14.5,happy,gamer,54.0
69,14,7.9,6.9,surprise,gamer,36.0
37,14,3.0,3.0,neutral,gamer,71.0
112,9,10.8,9.1,angry,casual,100.0
107,7,9.4,4.1,sad,professional,75.5
117,1,2.6,0.6,angry,casual,91.5
45,3,7.7,9.5,angry,student,54.5
45,13,4.5,5.7,disgust,casual,89.5
17,14,2.5,15.6,neutral,casual,96.0
120,5,10.5,1.6,neutral,professional,62.5
70,2,1.3,12.3,fear,student,100.0
89,4,7.1,12.2,angry,professional,71.0
19,1,3.1,9.4,disgust,professional,91.5
19,13,9.1,6.9,No face detected,student,79.5
44,4,6.6,7.5,angry,student,56.0
50,6,7.8,14.3,disgust,gamer,64.0
91,2,5.5,13.5,angry,casual,98.0
95,10,6.2,13.8,fear,student,100.0
55,6,6.2,10.7,angry,student,64.0
30,3,8.0,12.1,angry,casual,64.5
97,4,10.2,9.2,disgust,gamer,81.0
52,3,4.7,2.5,sad,gamer,49.5
53,4,2.7,8.5,neutral,gamer,51.0
81,10,2.3,1.3,angry,casual,100.0
19,12,1.7,7.3,happy,professional,78.0
110,15,9.7,12.6,disgust,student,100.0
62,1,3.8,12.7,No face detected,casual,81.5
23,4,10.6,14.7,fear,professional,100.0
33,13,6.5,14.1,sad,casual,74.5
33,3,7.5,9.1,neutral,professional,44.5
30,3,10.0,5.1,angry,student,64.5
96,11,6.8,8.7,happy,gamer,36.5
21,11,4.1,1.2,surprise,student,51.5
40,9,4.4,13.5,angry,casual,88.5
46,2,5.5,13.8,fear,gamer,83.0
20,3,3.1,3.9,No face detected,professional,64.5
92,8,5.9,14.8,angry,professional,97.0
45,0,10.0,12.3,neutral,casual,60.0
54,10,1.8,7.0,sad,student,80.0
99,12,8.5,4.5,surprise,gamer,43.0
60,6,9.9,1.1,No face detected,casual,54.0
98,3,6.7,12.3,surprise,gamer,39.5
44,1,2.8,11.8,No face detected,gamer,71.5
34,15,6.6,2.7,No face detected,gamer,62.5
42,13,3.9,2.4,happy,gamer,54.5
18,7,3.4,11.4,surprise,student,75.5
25,11,10.1,4.3,surprise,student,51.5
43,2,6.8,11.4,disgust,gamer,63.0
100,5,1.3,11.8,neutral,gamer,67.5
106,15,1.8,11.2,sad,professional,100.0
43,11,9.1,11.1,No face detected,gamer,76.5
94,14,4.4,9.9,disgust,professional,96.0
43,3,3.5,4.1,fear,casual,84.5
55,6,1.9,11.0,angry,student,89.0
18,1,3.3,7.8,sad,gamer,86.5
102,8,1.9,1.6,angry,gamer,87.0
76,13,3.0,14.2,happy,student,79.5
26,4,9.4,14.6,surprise,student,61.0
96,8,9.1,12.7,fear,gamer,97.0
47,5,9.5,1.2,happy,casual,32.5
100,2,8.1,12.2,happy,student,63.0
11,10,7.6,6.1,surprise,gamer,55.0
99,11,9.2,7.6,fear,student,100.0
87,12,8.2,2.5,fear,casual,93.0
23,14,2.1,3.8,fear,student,100.0
63,7,9.8,1.8,fear,professional,65.5
48,8,5.0,5.6,happy,student,32.0
94,9,1.6,10.9,disgust,student,100.0
71,2,2.2,14.1,angry,professional,88.0
75,9,1.6,1.6,happy,student,53.5
38,0,4.7,3.1,neutral,gamer,45.0
31,8,7.1,9.4,angry,casual,72.0
89,5,3.9,7.2,angry,professional,82.5
83,6,5.2,9.3,neutral,gamer,44.0
33,10,8.6,3.4,No face detected,casual,50.0
85,13,7.8,9.2,neutral,professional,54.5
106,1,8.9,11.7,angry,professional,86.5
78,7,7.9,14.6,neutral,professional,45.5
88,3,2.9,9.0,happy,student,64.5
43,0,1.5,1.0,neutral,gamer,50.0
46,9,1.5,1.2,neutral,student,48.5
34,5,3.9,12.7,sad,casual,82.5
81,8,1.7,12.6,sad,casual,100.0
22,8,6.7,6.0,disgust,casual,57.0
18,5,5.6,6.6,angry,professional,87.5
22,1,7.6,1.7,surprise,professional,31.5
98,10,7.2,0.6,surprise,professional,35.0
92,1,6.4,7.3,No face detected,casual,61.5
40,4,2.8,13.4,angry,student,91.0
78,4,4.7,15.9,surprise,professional,51.0
96,9,11.0,2.3,disgust,casual,88.5
79,14,4.7,14.4,angry,student,100.0
19,5,7.8,6.0,happy,professional,42.5
84,11,9.7,3.9,fear,casual,100.0
99,0,7.3,12.9,happy,casual,50.0
13,7,1.6,7.7,disgust,casual,100.0
32,3,4.2,9.1,happy,gamer,59.5
60,8,4.9,4.4,surprise,professional,32.0
91,15,7.4,2.3,angry,casual,82.5
58,10,8.0,10.3,happy,gamer,30.0
71,5,4.0,15.8,neutral,casual,82.5
49,1,2.8,3.2,surprise,gamer,41.5
56,12,7.5,14.1,surprise,gamer,48.0
20,0,9.1,11.9,happy,gamer,55.0
45,10,6.6,5.5,disgust,casual,70.0
82,5,3.8,5.1,happy,professional,47.5
78,9,3.1,1.2,No face detected,gamer,48.5
108,7,8.2,1.6,No face detected,casual,60.5
94,15,6.6,9.4,surprise,student,67.5
25,2,7.3,15.3,disgust,gamer,83.0
66,7,6.7,9.2,angry,professional,60.5
88,14,6.9,8.3,angry,professional,81.0
42,0,4.1,13.4,surprise,professional,45.0
84,14,2.3,8.7,neutral,casual,100.0
41,9,11.0,3.2,fear,casual,93.5
73,10,8.6,1.6,neutral,casual,60.0
53,4,10.0,6.2,disgust,student,61.0
97,15,9.4,12.8,neutral,student,97.5
64,1,2.9,7.2,angry,professional,71.5
70,7,9.4,1.4,angry,casual,80.5
15,7,10.6,13.7,fear,gamer,100.0
39,11,2.4,4.0,No face detected,gamer,76.5
31,3,6.1,10.7,sad,student,54.5
112,12,5.4,12.3,happy,student,78.0
24,10,4.2,3.1,No face detected,casual,55.0
102,7,2.6,15.5,disgust,student,100.0
75,10,5.3,15.5,No face detected,casual,90.0
97,2,1.1,5.2,sad,professional,83.0
60,3,9.8,6.3,No face detected,gamer,44.5
31,10,1.7,15.3,angry,student,100.0
15,11,1.2,12.9,fear,gamer,100.0
99,6,8.0,6.0,surprise,student,49.0
14,3,9.2,9.6,angry,gamer,94.5
117,6,6.5,7.5,disgust,student,79.0
44,5,6.1,10.1,No face detected,gamer,52.5
38,2,7.6,4.2,sad,student,33.0
83,3,4.1,13.2,fear,student,100.0
102,0,8.5,9.1,sad,casual,90.0
45,14,7.3,12.4,sad,casual,86.0
67,6,4.1,9.9,fear,student,89.0
104,5,1.4,9.2,disgust,gamer,92.5
97,14,4.8,13.9,fear,casual,100.0
19,12,1.8,14.7,neutral,student,98.0
96,10,3.9,14.3,fear,casual,100.0
110,9,1.2,13.5,surprise,student,93.5
17,15,9.9,11.0,fear,casual,100.0
77,5,9.3,5.9,angry,student,82.5
48,10,4.2,1.4,No face detected,professional,45.0
115,13,3.2,12.4,sad,casual,100.0
78,13,8.0,11.2,fear,gamer,74.5
51,7,1.3,10.8,fear,professional,90.5
116,5,1.9,11.8,No face detected,casual,100.0
103,12,10.9,1.0,happy,gamer,53.0
47,15,3.9,0.9,angry,casual,87.5
62,8,3.8,7.3,disgust,professional,72.0
109,0,9.6,14.6,angry,gamer,90.0
120,2,8.3,14.0,happy,student,63.0
93,6,3.7,10.0,sad,professional,89.0
52,0,10.1,5.4,happy,professional,30.0
21,7,4.1,7.6,fear,gamer,100.0
70,7,5.1,14.7,neutral,gamer,55.5
85,15,1.3,7.2,happy,casual,97.5
17,11,9.4,1.9,happy,student,51.5
101,11,4.8,7.0,No face detected,professional,76.5
60,12,4.4,12.9,happy,professional,53.0
75,4,5.9,8.4,angry,casual,96.0
77,2,6.4,15.5,happy,professional,28.0
97,7,5.5,11.2,sad,student,95.5
33,3,5.2,5.1,happy,student,24.5
111,5,9.4,0.5,fear,casual,87.5
40,12,8.6,7.4,disgust,student,73.0
32,2,10.4,4.2,disgust,casual,63.0
69,14,5.8,14.0,surprise,student,71.0
73,12,6.5,2.7,angry,gamer,53.0
16,15,2.7,10.5,fear,professional,100.0
23,14,9.7,3.3,happy,casual,46.0
38,13,4.5,11.2,disgust,casual,89.5
49,15,6.2,0.8,disgust,student,52.5
77,14,4.1,15.0,fear,casual,100.0
96,12,9.6,15.8,happy,student,83.0
50,7,10.3,2.4,sad,student,60.5
98,13,6.4,3.0,fear,professional,74.5
13,8,4.6,3.2,disgust,casual,82.0
68,14,5.1,4.7,surprise,casual,66.0
118,0,4.9,9.6,happy,student,55.0
84,15,2.4,10.7,fear,gamer,100.0
55,0,7.2,12.8,surprise,casual,45.0
24,14,6.6,9.7,disgust,gamer,91.0
23,6,3.7,12.5,angry,casual,89.0
48,15,6.1,14.6,angry,student,82.5
56,13,7.9,15.9,angry,casual,94.5
100,7,6.2,15.7,disgust,casual,90.5
79,8,7.8,0.8,angry,professional,47.0
95,14,6.4,9.5,surprise,casual,76.0
111,8,6.8,11.6,No face detected,gamer,62.0
98,3,10.7,3.8,surprise,professional,44.5
67,5,4.6,12.0,sad,professional,72.5
83,15,5.4,4.8,sad,student,82.5
73,0,3.3,10.9,sad,gamer,65.0
52,9,3.4,11.2,No face detected,professional,68.5
112,1,6.4,13.1,disgust,professional,81.5
86,15,5.9,10.9,surprise,gamer,52.5
86,14,6.5,5.1,No face detected,student,66.0
90,4,2.1,1.9,neutral,student,61.0
117,6,1.6,1.6,happy,professional,59.0
116,0,6.4,5.0,happy,gamer,20.0
19,14,3.4,15.7,No face detected,student,100.0
37,14,7.3,7.6,happy,student,36.0
12,15,10.0,2.3,neutral,professional,72.5
64,1,2.5,15.2,angry,student,96.5
45,9,1.4,7.5,fear,gamer,98.5
88,13,2.9,5.7,fear,student,100.0
13,8,10.5,4.5,sad,gamer,87.0
27,7,8.2,7.8,disgust,casual,70.5
119,14,5.5,3.7,surprise,gamer,56.0
25,1,2.2,9.0,angry,student,86.5
100,6,9.7,4.2,disgust,professional,69.0
17,15,3.9,11.4,angry,gamer,100.0
76,6,3.4,4.2,neutral,casual,74.0
90,9,10.9,10.7,happy,student,73.5
117,14,9.7,2.9,happy,gamer,56.0
13,2,8.2,13.8,surprise,casual,58.0
40,12,6.3,11.7,happy,student,38.0
74,15,5.6,11.9,neutral,student,77.5
96,13,1.8,2.1,neutral,professional,69.5
81,11,3.1,10.4,fear,student,100.0
26,3,5.6,7.1,fear,professional,84.5
97,11,1.1,1.3,happy,casual,71.5
16,4,10.7,7.1,neutral,student,71.0
41,4,5.4,14.7,neutral,gamer,66.0
65,12,4.5,11.8,angry,gamer,83.0
50,6,7.3,6.0,No face detected,gamer,24.0
40,2,4.0,13.7,No face detected,gamer,68.0
52,3,1.8,4.2,surprise,casual,64.5
69,9,5.0,15.7,angry,professional,83.5
104,0,9.0,6.1,No face detected,casual,65.0
45,14,7.8,4.3,surprise,casual,46.0
102,2,3.6,3.1,disgust,gamer,68.0
64,12,9.8,5.2,fear,casual,100.0
32,12,2.5,8.1,sad,professional,100.0
110,12,1.9,11.9,happy,student,88.0
97,0,3.9,2.9,angry,student,80.0
100,4,1.7,9.1,disgust,student,100.0
48,13,3.0,9.6,No face detected,student,69.5
49,14,7.0,8.3,sad,professional,66.0
117,2,5.9,8.2,neutral,gamer,53.0
12,3,2.0,7.2,No face detected,gamer,79.5
64,14,1.7,14.6,angry,gamer,100.0
105,14,4.5,3.4,neutral,professional,66.0
18,14,7.1,8.7,disgust,professional,91.0
51,4,1.7,1.3,angry,gamer,66.0
38,3,6.6,3.2,angry,student,39.5
65,8,6.9,11.2,sad,professional,62.0
28,6,5.0,7.4,surprise,gamer,59.0
102,0,4.0,11.6,surprise,casual,70.0
108,15,3.9,15.5,angry,casual,100.0
34,2,4.0,8.6,angry,casual,73.0
14,12,9.4,1.1,sad,student,88.0
101,1,1.9,15.3,fear,casual,100.0
60,0,3.3,13.1,angry,professional,80.0
36,13,4.2,5.6,happy,professional,54.5
77,0,3.9,3.3,surprise,professional,25.0
82,15,3.6,3.6,happy,student,62.5
57,6,6.2,6.2,No face detected,professional,34.0
18,5,6.2,6.4,angry,gamer,77.5
55,4,1.7,4.3,surprise,professional,36.0
10,10,10.6,7.9,sad,gamer,100.0
27,8,8.9,8.5,happy,gamer,57.0
42,11,10.9,5.0,disgust,casual,86.5
104,12,5.5,10.8,sad,student,100.0
107,11,1.2,4.6,fear,student,100.0
79,6,4.2,1.6,happy,professional,24.0
102,3,10.0,14.8,surprise,gamer,64.5
113,4,1.6,15.2,No face detected,gamer,91.0
59,3,3.7,14.6,angry,student,84.5
88,5,1.0,2.8,sad,gamer,62.5
55,6,3.1,1.2,happy,casual,44.0
21,4,7.2,1.2,surprise,professional,36.0
90,7,2.6,1.6,neutral,gamer,45.5
18,6,1.0,7.4,fear,student,100.0
119,14,5.2,8.1,fear,gamer,100.0
74,9,5.8,3.3,neutral,professional,33.5
86,11,4.8,7.6,happy,student,66.5
100,2,3.6,4.5,No face detected,student,63.0
115,10,3.9,1.7,angry,gamer,90.0
99,9,10.4,14.6,disgust,student,100.0
108,3,9.2,10.4,happy,professional,54.5
109,2,5.0,1.3,sad,gamer,58.0
39,9,1.1,8.6,disgust,student,83.5
79,9,8.9,0.9,sad,gamer,53.5
53,11,8.5,7.0,neutral,professional,46.5
19,2,6.1,3.2,disgust,casual,53.0
83,15,9.5,12.4,neutral,professional,77.5
113,2,7.9,6.1,sad,gamer,63.0
109,14,8.3,9.4,fear,gamer,100.0
13,9,3.6,12.6,fear,casual,100.0
120,7,1.5,8.7,happy,student,75.5
105,9,9.4,1.9,No face detected,student,68.5
57,14,9.8,14.8,surprise,student,66.0
74,3,7.3,15.4,fear,professional,69.5
25,15,7.6,11.3,fear,casual,87.5
60,10,7.1,10.0,neutral,student,40.0
67,8,3.0,2.9,disgust,student,72.0
21,9,8.5,2.2,No face detected,professional,63.5
55,4,1.7,5.4,happy,gamer,31.0
52,5,1.3,10.7,fear,casual,100.0
43,15,9.8,4.2,disgust,professional,67.5
90,4,2.9,2.8,No face detected,gamer,46.0
32,13,2.4,3.9,No face detected,gamer,84.5
91,5,9.8,1.1,fear,professional,77.5
107,14,3.9,12.2,surprise,gamer,81.0
36,11,4.8,5.3,angry,professional,86.5
53,8,10.4,15.5,happy,gamer,57.0
61,8,5.7,5.6,neutral,casual,67.0
10,3,10.4,10.3,neutral,casual,74.5
40,13,1.9,8.6,disgust,student,89.5
107,0,5.8,10.2,angry,casual,95.0
101,7,3.6,1.2,No face detected,casual,70.5
89,7,9.9,10.3,neutral,student,75.5
26,8,8.9,6.2,sad,professional,82.0
72,13,2.0,0.6,sad,professional,74.5
18,8,6.2,13.3,surprise,gamer,62.0
51,8,3.8,7.0,No face detected,casual,77.0
39,4,8.0,11.9,fear,professional,76.0
102,11,9.4,2.1,surprise,gamer,51.5
109,8,2.4,1.1,No face detected,gamer,67.0
44,5,7.9,11.5,No face detected,student,42.5
45,0,7.0,4.5,happy,gamer,10.0
109,7,1.5,9.8,disgust,gamer,95.5
46,3,6.9,5.1,happy,gamer,14.5
61,4,8.2,4.5,No face detected,gamer,31.0
20,5,10.5,12.8,angry,casual,87.5
114,13,3.3,1.7,fear,casual,100.0
20,0,5.0,1.2,sad,gamer,65.0
32,15,5.2,14.4,No face detected,gamer,97.5
43,11,4.3,0.8,No face detected,professional,46.5
102,1,2.1,14.6,surprise,student,81.5
15,3,3.2,13.4,surprise,gamer,74.5
79,10,6.5,14.5,disgust,casual,95.0
96,12,8.4,6.1,sad,gamer,78.0
22,5,8.3,14.1,neutral,student,67.5
104,15,8.7,9.8,neutral,casual,92.5
34,8,9.4,12.7,fear,casual,92.0
119,3,2.2,12.7,happy,student,79.5
28,14,3.1,6.0,disgust,casual,86.0
59,11,2.0,8.7,disgust,gamer,81.5
65,11,7.1,9.8,surprise,student,46.5
108,6,8.2,3.2,angry,casual,89.0
74,7,8.1,6.8,disgust,gamer,60.5
39,5,10.8,5.1,No face detected,professional,62.5
49,2,2.1,6.2,happy,gamer,48.0
36,0,2.4,9.7,sad,casual,85.0
36,14,4.6,8.9,sad,professional,91.0
25,14,3.9,2.0,disgust,casual,71.0
120,15,10.7,3.9,disgust,student,97.5
95,8,1.1,6.7,happy,gamer,57.0
66,6,5.7,12.5,sad,professional,69.0
10,7,5.0,6.1,happy,casual,50.5
106,15,2.0,9.2,neutral,professional,92.5
108,2,6.4,5.8,sad,gamer,48.0
119,5,6.7,9.7,sad,gamer,72.5
87,5,9.3,0.6,neutral,student,52.5
66,12,6.2,4.4,disgust,gamer,48.0
109,0,5.0,11.4,angry,gamer,75.0
47,6,5.0,3.8,fear,casual,79.0
96,6,8.2,11.6,sad,professional,84.0
80,8,1.6,9.4,surprise,casual,97.0
34,3,1.1,9.4,neutral,gamer,79.5
106,0,10.4,3.9,surprise,gamer,40.0
17,12,6.6,9.6,surprise,professional,63.0
59,9,9.6,3.8,happy,gamer,28.5
36,15,8.0,4.7,happy,gamer,42.5
29,4,3.2,11.3,disgust,casual,81.0
86,3,7.9,2.6,angry,professional,49.5
110,9,3.5,4.3,neutral,professional,63.5
77,15,6.1,3.1,fear,professional,62.5
32,8,8.3,5.0,disgust,casual,62.0
33,6,8.7,0.8,happy,casual,19.0
23,9,6.8,14.1,happy,casual,38.5
100,5,8.4,3.4,happy,casual,52.5
18,8,8.3,12.5,happy,casual,57.0
41,15,3.6,7.5,happy,student,57.5
26,14,7.6,15.7,fear,student,96.0
88,12,10.9,3.8,disgust,professional,78.0
17,2,3.7,0.6,neutral,casual,43.0
89,6,9.6,2.2,fear,student,84.0
51,4,9.4,3.7,angry,casual,81.0
27,4,4.7,10.3,neutral,professional,66.0
71,0,9.4,5.9,surprise,gamer,20.0
17,14,10.2,7.9,fear,student,100.0
44,9,6.0,11.9,No face detected,student,48.5
53,12,8.7,10.4,fear,gamer,83.0
16,8,6.7,2.7,happy,casual,22.0
14,8,4.8,3.9,neutral,casual,62.0
119,6,8.1,0.8,angry,gamer,74.0
117,7,3.9,10.0,surprise,gamer,70.5
24,3,2.1,10.6,surprise,casual,64.5
53,14,4.4,4.8,neutral,gamer,46.0
36,12,9.1,5.5,No face detected,casual,63.0
96,9,1.4,7.2,angry,student,100.0
82,3,8.1,5.8,angry,professional,69.5
20,10,1.2,14.2,happy,student,80.0
71,5,5.5,8.9,fear,professional,72.5
48,8,4.4,11.6,surprise,professional,52.0
80,1,1.6,2.7,neutral,gamer,36.5
110,6,8.4,5.7,No face detected,professional,64.0
38,12,6.8,7.2,sad,professional,68.0
100,0,3.7,14.1,neutral,gamer,65.0
25,10,8.4,8.7,angry,gamer,95.0
28,11,11.0,5.2,No face detected,professional,81.5
10,10,7.7,10.4,happy,student,60.0
72,11,9.4,7.9,disgust,student,91.5
100,9,7.7,6.6,happy,gamer,33.5
92,14,1.1,12.0,angry,gamer,100.0
58,12,7.0,7.5,neutral,student,43.0
43,12,8.5,13.9,disgust,gamer,93.0
41,12,9.2,7.7,fear,casual,100.0
70,13,7.2,13.7,surprise,professional,49.5
101,4,3.5,15.2,disgust,gamer,96.0
24,12,9.4,12.5,happy,gamer,78.0
88,13,9.4,0.6,angry,gamer,69.5
108,0,4.4,4.3,surprise,professional,40.0
43,15,7.2,11.0,happy,student,42.5
32,12,9.7,2.7,disgust,student,63.0
100,15,8.4,12.9,sad,casual,100.0
109,8,3.3,14.8,fear,casual,100.0
42,12,8.6,15.8,fear,casual,100.0
38,0,8.1,11.9,happy,student,30.0
52,2,7.1,6.3,No face detected,casual,48.0
17,0,2.1,1.9,fear,gamer,90.0
103,4,7.6,10.9,sad,casual,86.0
44,2,2.9,9.0,No face detected,professional,58.0
13,7,9.6,15.0,disgust,student,100.0
36,1,2.1,3.4,sad,student,56.5
13,3,6.5,13.5,neutral,student,64.5
23,14,3.1,3.4,surprise,professional,71.0
91,4,4.1,10.4,neutral,casual,81.0
31,13,9.1,0.9,angry,casual,69.5
21,5,7.6,7.7,disgust,gamer,72.5
97,2,5.6,10.8,sad,gamer,68.0
27,2,4.3,5.6,disgust,gamer,73.0
102,0,7.3,14.6,No face detected,casual,65.0
69,3,11.0,9.2,disgust,student,79.5
109,13,5.1,3.7,disgust,student,84.5
115,11,6.8,12.5,surprise,professional,66.5
24,1,3.2,13.0,fear,casual,86.5
95,7,3.5,14.1,disgust,casual,100.0
38,2,10.8,0.9,disgust,professional,63.0
94,4,2.0,15.0,surprise,casual,91.0
74,0,5.1,11.8,fear,student,85.0
85,11,1.0,10.9,fear,gamer,96.5
87,2,4.6,10.0,sad,student,83.0
14,3,2.5,6.4,disgust,gamer,94.5
19,11,1.6,9.0,disgust,gamer,100.0
88,4,11.0,8.1,fear,student,100.0
91,14,9.4,8.1,happy,gamer,56.0
13,12,6.2,9.3,neutral,student,68.0
109,10,6.2,14.3,angry,student,100.0
85,3,10.7,5.0,surprise,casual,64.5
56,0,4.6,2.6,angry,casual,65.0
68,14,9.7,5.4,happy,student,56.0
34,3,5.7,8.2,disgust,casual,64.5
110,7,6.0,3.1,sad,student,65.5
52,15,6.5,15.3,fear,professional,87.5
110,8,7.6,12.2,neutral,student,72.0
17,3,7.3,12.3,sad,casual,69.5
35,11,7.4,4.5,angry,professional,61.5
106,11,5.4,13.6,neutral,professional,81.5
89,12,1.7,13.5,surprise,gamer,68.0
85,7,3.2,6.3,fear,casual,100.0
71,14,4.0,6.8,No face detected,gamer,61.0
93,15,9.3,5.5,neutral,professional,72.5
116,10,7.1,8.8,disgust,professional,85.0
10,9,8.4,11.8,angry,professional,100.0
95,6,1.2,15.3,surprise,professional,79.0
112,15,8.7,6.8,surprise,student,72.5
36,3,9.8,1.7,fear,professional,69.5
88,4,10.8,12.9,disgust,casual,100.0
95,9,7.5,2.6,No face detected,casual,53.5
67,14,8.6,2.6,surprise,student,46.0
88,15,6.3,9.4,fear,casual,100.0
39,11,9.5,2.5,neutral,gamer,61.5
32,13,1.2,4.8,happy,gamer,69.5
10,14,9.9,1.3,surprise,professional,66.0
23,11,7.3,6.6,fear,professional,91.5
45,15,2.5,10.2,No face detected,professional,77.5
68,5,5.3,15.4,No face detected,gamer,57.5
23,9,9.0,11.2,surprise,casual,53.5
40,7,9.7,11.1,angry,gamer,90.5
74,9,4.7,0.7,disgust,casual,83.5
56,3,4.2,8.1,angry,gamer,64.5
80,13,7.9,14.7,neutral,casual,79.5
34,0,4.2,3.7,neutral,casual,35.0
75,7,10.5,0.9,sad,casual,85.5
106,8,5.9,11.7,neutral,gamer,62.0
116,7,9.8,5.6,No face detected,student,75.5
57,5,10.5,5.7,sad,casual,87.5
71,10,2.3,2.4,surprise,professional,45.0
51,1,1.9,16.0,surprise,casual,76.5
42,5,7.5,6.4,surprise,gamer,37.5
13,7,8.8,9.7,No face detected,student,75.5
50,12,1.2,3.2,disgust,professional,73.0
106,7,3.4,7.2,happy,gamer,55.5
61,10,3.6,2.7,neutral,gamer,45.0
32,10,8.2,15.7,sad,casual,80.0
41,8,7.7,1.0,surprise,professional,17.0
110,11,2.2,9.8,No face detected,student,96.5
67,13,8.9,2.3,No face detected,casual,64.5
